INSERT INTO `PeopleCounts` (`id`, `time`, `entering`) VALUES
(NULL, '2017-10-31 12:34:32', 'false'),
(NULL, '2017-10-31 09:20:32', 'false'),
(NULL, '2017-10-31 18:39:32', 'false'),
(NULL, '2017-10-31 08:55:32', 'false'),
(NULL, '2017-10-31 20:27:32', 'false'),
(NULL, '2017-10-31 20:05:32', 'false'),
(NULL, '2017-10-31 14:57:32', 'false'),
(NULL, '2017-10-31 19:04:32', 'false'),
(NULL, '2017-10-31 18:25:32', 'false'),
(NULL, '2017-10-31 13:57:32', 'false'),
(NULL, '2017-10-31 10:31:32', 'true'),
(NULL, '2017-10-31 15:42:32', 'true'),
(NULL, '2017-10-31 13:22:32', 'true'),
(NULL, '2017-10-31 19:11:32', 'true'),
(NULL, '2017-10-31 09:35:32', 'true'),
(NULL, '2017-10-31 18:14:32', 'true'),
(NULL, '2017-10-31 18:10:32', 'true'),
(NULL, '2017-10-31 10:36:32', 'true'),
(NULL, '2017-10-31 11:30:32', 'true'),
(NULL, '2017-10-31 11:41:32', 'true'),
(NULL, '2017-10-31 19:43:32', 'true'),
(NULL, '2017-10-31 17:45:32', 'true'),
(NULL, '2017-10-31 10:20:32', 'true'),
(NULL, '2017-10-31 20:26:32', 'true'),
(NULL, '2017-10-31 18:54:32', 'true'),
(NULL, '2017-10-31 16:38:32', 'true'),
(NULL, '2017-10-31 10:12:32', 'true'),
(NULL, '2017-10-31 15:34:32', 'true'),
(NULL, '2017-10-31 20:19:32', 'true'),
(NULL, '2017-10-31 13:39:32', 'true'),
(NULL, '2017-10-31 18:01:32', 'true'),
(NULL, '2017-10-31 18:21:32', 'true'),
(NULL, '2017-10-31 09:28:32', 'true'),
(NULL, '2017-10-31 11:44:32', 'true'),
(NULL, '2017-10-31 19:20:32', 'true'),
(NULL, '2017-10-31 16:57:32', 'true'),
(NULL, '2017-11-01 11:11:32', 'false'),
(NULL, '2017-11-01 09:00:32', 'false'),
(NULL, '2017-11-01 13:50:32', 'false'),
(NULL, '2017-11-01 09:00:32', 'false'),
(NULL, '2017-11-01 20:44:32', 'false'),
(NULL, '2017-11-01 17:37:32', 'false'),
(NULL, '2017-11-01 19:47:32', 'false'),
(NULL, '2017-11-01 09:53:32', 'false'),
(NULL, '2017-11-01 12:22:32', 'false'),
(NULL, '2017-11-01 09:44:32', 'false'),
(NULL, '2017-11-01 08:35:32', 'false'),
(NULL, '2017-11-01 16:47:32', 'false'),
(NULL, '2017-11-01 13:23:32', 'false'),
(NULL, '2017-11-01 17:00:32', 'false'),
(NULL, '2017-11-01 15:10:32', 'false'),
(NULL, '2017-11-01 12:40:32', 'false'),
(NULL, '2017-11-01 12:36:32', 'false'),
(NULL, '2017-11-01 11:05:32', 'false'),
(NULL, '2017-11-01 15:55:32', 'false'),
(NULL, '2017-11-01 10:05:32', 'false'),
(NULL, '2017-11-01 08:02:32', 'false'),
(NULL, '2017-11-01 10:40:32', 'false'),
(NULL, '2017-11-01 13:43:32', 'false'),
(NULL, '2017-11-01 12:17:32', 'false'),
(NULL, '2017-11-01 19:18:32', 'false'),
(NULL, '2017-11-01 20:47:32', 'false'),
(NULL, '2017-11-01 17:51:32', 'false'),
(NULL, '2017-11-01 14:31:32', 'false'),
(NULL, '2017-11-01 11:03:32', 'true'),
(NULL, '2017-11-01 12:23:32', 'true'),
(NULL, '2017-11-01 10:59:32', 'true'),
(NULL, '2017-11-01 08:54:32', 'true'),
(NULL, '2017-11-01 10:12:32', 'true'),
(NULL, '2017-11-01 18:45:32', 'true'),
(NULL, '2017-11-01 09:11:32', 'true'),
(NULL, '2017-11-01 09:05:32', 'true'),
(NULL, '2017-11-01 08:30:32', 'true'),
(NULL, '2017-11-01 12:16:32', 'true'),
(NULL, '2017-11-01 20:15:32', 'true'),
(NULL, '2017-11-01 10:24:32', 'true'),
(NULL, '2017-11-01 09:17:32', 'true'),
(NULL, '2017-11-01 19:03:32', 'true'),
(NULL, '2017-11-01 14:30:32', 'true'),
(NULL, '2017-11-01 18:29:32', 'true'),
(NULL, '2017-11-01 13:24:32', 'true'),
(NULL, '2017-11-01 10:59:32', 'true'),
(NULL, '2017-11-01 15:34:32', 'true'),
(NULL, '2017-11-01 14:44:32', 'true'),
(NULL, '2017-11-01 16:16:32', 'true'),
(NULL, '2017-11-01 19:14:32', 'true'),
(NULL, '2017-11-01 14:59:32', 'true'),
(NULL, '2017-11-01 19:45:32', 'true'),
(NULL, '2017-11-01 12:06:32', 'true'),
(NULL, '2017-11-01 14:14:32', 'true'),
(NULL, '2017-11-01 10:33:32', 'true'),
(NULL, '2017-11-01 19:43:32', 'true'),
(NULL, '2017-11-02 08:33:32', 'false'),
(NULL, '2017-11-02 16:33:32', 'false'),
(NULL, '2017-11-02 12:52:32', 'false'),
(NULL, '2017-11-02 10:51:32', 'false'),
(NULL, '2017-11-02 11:06:32', 'false'),
(NULL, '2017-11-02 09:30:32', 'false'),
(NULL, '2017-11-02 16:22:32', 'false'),
(NULL, '2017-11-02 10:39:32', 'false'),
(NULL, '2017-11-02 18:06:32', 'false'),
(NULL, '2017-11-02 11:22:32', 'false'),
(NULL, '2017-11-02 19:08:32', 'false'),
(NULL, '2017-11-02 10:48:32', 'false'),
(NULL, '2017-11-02 09:04:32', 'false'),
(NULL, '2017-11-02 17:35:32', 'false'),
(NULL, '2017-11-02 19:42:32', 'false'),
(NULL, '2017-11-02 16:46:32', 'false'),
(NULL, '2017-11-02 12:49:32', 'false'),
(NULL, '2017-11-02 16:02:32', 'false'),
(NULL, '2017-11-02 16:19:32', 'false'),
(NULL, '2017-11-02 18:45:32', 'false'),
(NULL, '2017-11-02 14:27:32', 'false'),
(NULL, '2017-11-02 18:10:32', 'false'),
(NULL, '2017-11-02 12:26:32', 'false'),
(NULL, '2017-11-02 09:47:32', 'false'),
(NULL, '2017-11-02 09:27:32', 'false'),
(NULL, '2017-11-02 18:55:32', 'false'),
(NULL, '2017-11-02 12:52:32', 'false'),
(NULL, '2017-11-02 19:29:32', 'false'),
(NULL, '2017-11-02 13:53:32', 'false'),
(NULL, '2017-11-02 17:58:32', 'true'),
(NULL, '2017-11-02 20:39:32', 'true'),
(NULL, '2017-11-02 08:37:32', 'true'),
(NULL, '2017-11-02 19:29:32', 'true'),
(NULL, '2017-11-02 10:44:32', 'true'),
(NULL, '2017-11-02 13:09:32', 'true'),
(NULL, '2017-11-02 12:51:32', 'true'),
(NULL, '2017-11-02 12:54:32', 'true'),
(NULL, '2017-11-02 19:33:32', 'true'),
(NULL, '2017-11-02 19:42:32', 'true'),
(NULL, '2017-11-02 14:34:32', 'true'),
(NULL, '2017-11-02 15:33:32', 'true'),
(NULL, '2017-11-02 18:18:32', 'true'),
(NULL, '2017-11-02 12:23:32', 'true'),
(NULL, '2017-11-02 20:05:32', 'true'),
(NULL, '2017-11-02 10:10:32', 'true'),
(NULL, '2017-11-02 19:01:32', 'true'),
(NULL, '2017-11-02 18:16:32', 'true'),
(NULL, '2017-11-02 15:01:32', 'true'),
(NULL, '2017-11-02 15:24:32', 'true'),
(NULL, '2017-11-02 12:07:32', 'true'),
(NULL, '2017-11-02 18:37:32', 'true'),
(NULL, '2017-11-02 17:28:32', 'true'),
(NULL, '2017-11-02 10:49:32', 'true'),
(NULL, '2017-11-02 10:14:32', 'true'),
(NULL, '2017-11-02 12:07:32', 'true'),
(NULL, '2017-11-02 12:53:32', 'true'),
(NULL, '2017-11-02 12:46:32', 'true'),
(NULL, '2017-11-02 18:36:32', 'true'),
(NULL, '2017-11-03 09:33:32', 'false'),
(NULL, '2017-11-03 13:48:32', 'false'),
(NULL, '2017-11-03 09:31:32', 'false'),
(NULL, '2017-11-03 19:53:32', 'false'),
(NULL, '2017-11-03 20:35:32', 'false'),
(NULL, '2017-11-03 12:06:32', 'false'),
(NULL, '2017-11-03 18:22:32', 'false'),
(NULL, '2017-11-03 20:29:32', 'false'),
(NULL, '2017-11-03 15:29:32', 'false'),
(NULL, '2017-11-03 17:41:32', 'false'),
(NULL, '2017-11-03 08:24:32', 'false'),
(NULL, '2017-11-03 08:53:32', 'false'),
(NULL, '2017-11-03 16:45:32', 'false'),
(NULL, '2017-11-03 18:55:32', 'false'),
(NULL, '2017-11-03 11:37:32', 'false'),
(NULL, '2017-11-03 14:04:32', 'false'),
(NULL, '2017-11-03 19:47:32', 'false'),
(NULL, '2017-11-03 19:17:32', 'false'),
(NULL, '2017-11-03 19:12:32', 'false'),
(NULL, '2017-11-03 12:40:32', 'false'),
(NULL, '2017-11-03 19:33:32', 'false'),
(NULL, '2017-11-03 11:57:32', 'false'),
(NULL, '2017-11-03 08:33:32', 'false'),
(NULL, '2017-11-03 11:36:32', 'false'),
(NULL, '2017-11-03 09:33:32', 'false'),
(NULL, '2017-11-03 20:48:32', 'false'),
(NULL, '2017-11-03 17:24:32', 'true'),
(NULL, '2017-11-03 08:18:32', 'true'),
(NULL, '2017-11-03 19:22:32', 'true'),
(NULL, '2017-11-03 09:28:32', 'true'),
(NULL, '2017-11-03 08:37:32', 'true'),
(NULL, '2017-11-03 11:46:32', 'true'),
(NULL, '2017-11-03 14:48:32', 'true'),
(NULL, '2017-11-03 16:28:32', 'true'),
(NULL, '2017-11-03 08:54:32', 'true'),
(NULL, '2017-11-03 08:10:32', 'true'),
(NULL, '2017-11-03 15:19:32', 'true'),
(NULL, '2017-11-03 20:34:32', 'true'),
(NULL, '2017-11-03 20:57:32', 'true'),
(NULL, '2017-11-03 13:54:32', 'true'),
(NULL, '2017-11-03 09:31:32', 'true'),
(NULL, '2017-11-03 16:26:32', 'true'),
(NULL, '2017-11-03 13:09:32', 'true'),
(NULL, '2017-11-03 18:49:32', 'true'),
(NULL, '2017-11-03 09:02:32', 'true'),
(NULL, '2017-11-03 20:53:32', 'true'),
(NULL, '2017-11-03 16:11:32', 'true'),
(NULL, '2017-11-03 15:08:32', 'true'),
(NULL, '2017-11-03 16:58:32', 'true'),
(NULL, '2017-11-03 09:36:32', 'true'),
(NULL, '2017-11-03 09:20:32', 'true'),
(NULL, '2017-11-03 11:27:32', 'true'),
(NULL, '2017-11-04 17:54:32', 'false'),
(NULL, '2017-11-04 15:35:32', 'false'),
(NULL, '2017-11-04 15:23:32', 'false'),
(NULL, '2017-11-04 08:06:32', 'false'),
(NULL, '2017-11-04 16:12:32', 'false'),
(NULL, '2017-11-04 14:16:32', 'false'),
(NULL, '2017-11-04 14:56:32', 'false'),
(NULL, '2017-11-04 08:26:32', 'false'),
(NULL, '2017-11-04 11:54:32', 'false'),
(NULL, '2017-11-04 10:29:32', 'false'),
(NULL, '2017-11-04 15:10:32', 'false'),
(NULL, '2017-11-04 16:13:32', 'false'),
(NULL, '2017-11-04 11:04:32', 'false'),
(NULL, '2017-11-04 19:31:32', 'false'),
(NULL, '2017-11-04 16:49:32', 'false'),
(NULL, '2017-11-04 13:55:32', 'false'),
(NULL, '2017-11-04 14:47:32', 'false'),
(NULL, '2017-11-04 12:36:32', 'false'),
(NULL, '2017-11-04 11:18:32', 'false'),
(NULL, '2017-11-04 15:28:32', 'false'),
(NULL, '2017-11-04 12:55:32', 'false'),
(NULL, '2017-11-04 10:05:32', 'false'),
(NULL, '2017-11-04 13:40:32', 'false'),
(NULL, '2017-11-04 14:08:32', 'false'),
(NULL, '2017-11-04 18:50:32', 'false'),
(NULL, '2017-11-04 16:14:32', 'true'),
(NULL, '2017-11-04 20:34:32', 'true'),
(NULL, '2017-11-04 20:08:32', 'true'),
(NULL, '2017-11-04 12:05:32', 'true'),
(NULL, '2017-11-04 08:52:32', 'true'),
(NULL, '2017-11-04 13:08:32', 'true'),
(NULL, '2017-11-04 11:17:32', 'true'),
(NULL, '2017-11-04 11:38:32', 'true'),
(NULL, '2017-11-04 08:51:32', 'true'),
(NULL, '2017-11-04 15:48:32', 'true'),
(NULL, '2017-11-04 08:48:32', 'true'),
(NULL, '2017-11-04 17:47:32', 'true'),
(NULL, '2017-11-04 16:03:32', 'true'),
(NULL, '2017-11-04 09:07:32', 'true'),
(NULL, '2017-11-04 15:13:32', 'true'),
(NULL, '2017-11-04 08:31:32', 'true'),
(NULL, '2017-11-04 20:18:32', 'true'),
(NULL, '2017-11-04 11:52:32', 'true'),
(NULL, '2017-11-04 08:03:32', 'true'),
(NULL, '2017-11-04 16:32:32', 'true'),
(NULL, '2017-11-04 19:05:32', 'true'),
(NULL, '2017-11-04 14:58:32', 'true'),
(NULL, '2017-11-04 11:17:32', 'true'),
(NULL, '2017-11-04 10:00:32', 'true'),
(NULL, '2017-11-04 09:15:32', 'true'),
(NULL, '2017-11-05 15:14:32', 'false'),
(NULL, '2017-11-05 12:23:32', 'false'),
(NULL, '2017-11-05 14:43:32', 'false'),
(NULL, '2017-11-05 16:04:32', 'false'),
(NULL, '2017-11-05 09:14:32', 'false'),
(NULL, '2017-11-05 14:32:32', 'false'),
(NULL, '2017-11-05 17:53:32', 'false'),
(NULL, '2017-11-05 14:25:32', 'false'),
(NULL, '2017-11-05 15:42:32', 'false'),
(NULL, '2017-11-05 14:07:32', 'false'),
(NULL, '2017-11-05 15:00:32', 'false'),
(NULL, '2017-11-05 12:42:32', 'false'),
(NULL, '2017-11-05 20:58:32', 'false'),
(NULL, '2017-11-05 18:04:32', 'false'),
(NULL, '2017-11-05 14:09:32', 'false'),
(NULL, '2017-11-05 08:54:32', 'false'),
(NULL, '2017-11-05 20:31:32', 'false'),
(NULL, '2017-11-05 11:17:32', 'false'),
(NULL, '2017-11-05 12:25:32', 'false'),
(NULL, '2017-11-05 08:10:32', 'false'),
(NULL, '2017-11-05 17:36:32', 'false'),
(NULL, '2017-11-05 11:05:32', 'true'),
(NULL, '2017-11-05 11:54:32', 'true'),
(NULL, '2017-11-05 16:09:32', 'true'),
(NULL, '2017-11-05 13:54:32', 'true'),
(NULL, '2017-11-05 08:00:32', 'true'),
(NULL, '2017-11-05 08:08:32', 'true'),
(NULL, '2017-11-05 15:57:32', 'true'),
(NULL, '2017-11-05 13:23:32', 'true'),
(NULL, '2017-11-05 09:59:32', 'true'),
(NULL, '2017-11-05 11:35:32', 'true'),
(NULL, '2017-11-05 12:04:32', 'true'),
(NULL, '2017-11-05 17:32:32', 'true'),
(NULL, '2017-11-05 17:23:32', 'true'),
(NULL, '2017-11-05 11:31:32', 'true'),
(NULL, '2017-11-05 13:33:32', 'true'),
(NULL, '2017-11-05 15:59:32', 'true'),
(NULL, '2017-11-05 16:08:32', 'true'),
(NULL, '2017-11-05 09:14:32', 'true'),
(NULL, '2017-11-05 15:55:32', 'true'),
(NULL, '2017-11-05 08:23:32', 'true'),
(NULL, '2017-11-05 08:02:32', 'true'),
(NULL, '2017-11-06 16:22:32', 'false'),
(NULL, '2017-11-06 19:57:32', 'false'),
(NULL, '2017-11-06 14:53:32', 'false'),
(NULL, '2017-11-06 14:34:32', 'false'),
(NULL, '2017-11-06 11:51:32', 'false'),
(NULL, '2017-11-06 18:53:32', 'false'),
(NULL, '2017-11-06 10:52:32', 'false'),
(NULL, '2017-11-06 15:48:32', 'false'),
(NULL, '2017-11-06 12:03:32', 'false'),
(NULL, '2017-11-06 16:41:32', 'false'),
(NULL, '2017-11-06 09:45:32', 'false'),
(NULL, '2017-11-06 08:06:32', 'false'),
(NULL, '2017-11-06 12:15:32', 'false'),
(NULL, '2017-11-06 16:14:32', 'false'),
(NULL, '2017-11-06 10:40:32', 'false'),
(NULL, '2017-11-06 11:37:32', 'false'),
(NULL, '2017-11-06 11:12:32', 'false'),
(NULL, '2017-11-06 16:56:32', 'false'),
(NULL, '2017-11-06 09:10:32', 'false'),
(NULL, '2017-11-06 14:01:32', 'false'),
(NULL, '2017-11-06 10:43:32', 'false'),
(NULL, '2017-11-06 13:15:32', 'false'),
(NULL, '2017-11-06 20:03:32', 'false'),
(NULL, '2017-11-06 12:20:32', 'false'),
(NULL, '2017-11-06 20:16:32', 'false'),
(NULL, '2017-11-06 12:12:32', 'false'),
(NULL, '2017-11-06 09:14:32', 'true'),
(NULL, '2017-11-06 10:58:32', 'true'),
(NULL, '2017-11-06 13:45:32', 'true'),
(NULL, '2017-11-06 17:06:32', 'true'),
(NULL, '2017-11-06 09:50:32', 'true'),
(NULL, '2017-11-06 11:23:32', 'true'),
(NULL, '2017-11-06 12:23:32', 'true'),
(NULL, '2017-11-06 17:50:32', 'true'),
(NULL, '2017-11-06 12:05:32', 'true'),
(NULL, '2017-11-06 10:35:32', 'true'),
(NULL, '2017-11-06 14:09:32', 'true'),
(NULL, '2017-11-06 18:21:32', 'true'),
(NULL, '2017-11-06 12:11:32', 'true'),
(NULL, '2017-11-06 19:48:32', 'true'),
(NULL, '2017-11-06 13:46:32', 'true'),
(NULL, '2017-11-06 08:02:32', 'true'),
(NULL, '2017-11-06 10:39:32', 'true'),
(NULL, '2017-11-06 14:19:32', 'true'),
(NULL, '2017-11-06 08:09:32', 'true'),
(NULL, '2017-11-06 19:42:32', 'true'),
(NULL, '2017-11-06 13:45:32', 'true'),
(NULL, '2017-11-06 16:11:32', 'true'),
(NULL, '2017-11-06 19:14:32', 'true'),
(NULL, '2017-11-06 19:40:32', 'true'),
(NULL, '2017-11-06 17:33:32', 'true'),
(NULL, '2017-11-06 08:33:32', 'true'),
(NULL, '2017-11-07 10:35:32', 'false'),
(NULL, '2017-11-07 11:09:32', 'false'),
(NULL, '2017-11-07 13:43:32', 'false'),
(NULL, '2017-11-07 18:57:32', 'false'),
(NULL, '2017-11-07 11:57:32', 'false'),
(NULL, '2017-11-07 11:49:32', 'false'),
(NULL, '2017-11-07 19:08:32', 'false'),
(NULL, '2017-11-07 14:15:32', 'false'),
(NULL, '2017-11-07 13:45:32', 'false'),
(NULL, '2017-11-07 11:57:32', 'false'),
(NULL, '2017-11-07 17:19:32', 'false'),
(NULL, '2017-11-07 14:22:32', 'false'),
(NULL, '2017-11-07 17:41:32', 'false'),
(NULL, '2017-11-07 20:41:32', 'false'),
(NULL, '2017-11-07 15:15:32', 'false'),
(NULL, '2017-11-07 16:42:32', 'false'),
(NULL, '2017-11-07 10:56:32', 'false'),
(NULL, '2017-11-07 10:56:32', 'false'),
(NULL, '2017-11-07 12:44:32', 'false'),
(NULL, '2017-11-07 14:30:32', 'false'),
(NULL, '2017-11-07 10:10:32', 'false'),
(NULL, '2017-11-07 10:50:32', 'false'),
(NULL, '2017-11-07 16:08:32', 'false'),
(NULL, '2017-11-07 10:37:32', 'false'),
(NULL, '2017-11-07 08:37:32', 'false'),
(NULL, '2017-11-07 17:47:32', 'false'),
(NULL, '2017-11-07 08:05:32', 'false'),
(NULL, '2017-11-07 08:34:32', 'false'),
(NULL, '2017-11-07 08:13:32', 'true'),
(NULL, '2017-11-07 15:01:32', 'true'),
(NULL, '2017-11-07 11:31:32', 'true'),
(NULL, '2017-11-07 09:27:32', 'true'),
(NULL, '2017-11-07 15:17:32', 'true'),
(NULL, '2017-11-07 16:06:32', 'true'),
(NULL, '2017-11-07 09:09:32', 'true'),
(NULL, '2017-11-07 10:15:32', 'true'),
(NULL, '2017-11-07 14:59:32', 'true'),
(NULL, '2017-11-07 20:07:32', 'true'),
(NULL, '2017-11-07 09:25:32', 'true'),
(NULL, '2017-11-07 15:49:32', 'true'),
(NULL, '2017-11-07 20:22:32', 'true'),
(NULL, '2017-11-07 20:29:32', 'true'),
(NULL, '2017-11-07 12:14:32', 'true'),
(NULL, '2017-11-07 19:39:32', 'true'),
(NULL, '2017-11-07 16:24:32', 'true'),
(NULL, '2017-11-07 16:46:32', 'true'),
(NULL, '2017-11-07 15:40:32', 'true'),
(NULL, '2017-11-07 17:33:32', 'true'),
(NULL, '2017-11-07 14:52:32', 'true'),
(NULL, '2017-11-07 10:11:32', 'true'),
(NULL, '2017-11-07 16:27:32', 'true'),
(NULL, '2017-11-07 09:13:32', 'true'),
(NULL, '2017-11-07 17:46:32', 'true'),
(NULL, '2017-11-07 09:15:32', 'true'),
(NULL, '2017-11-07 18:41:32', 'true'),
(NULL, '2017-11-07 14:52:32', 'true'),
(NULL, '2017-11-08 13:30:32', 'false'),
(NULL, '2017-11-08 18:09:32', 'false'),
(NULL, '2017-11-08 11:54:32', 'false'),
(NULL, '2017-11-08 09:13:32', 'false'),
(NULL, '2017-11-08 16:05:32', 'false'),
(NULL, '2017-11-08 10:16:32', 'false'),
(NULL, '2017-11-08 10:15:32', 'false'),
(NULL, '2017-11-08 08:49:32', 'false'),
(NULL, '2017-11-08 12:24:32', 'false'),
(NULL, '2017-11-08 20:20:32', 'false'),
(NULL, '2017-11-08 20:29:32', 'false'),
(NULL, '2017-11-08 12:08:32', 'false'),
(NULL, '2017-11-08 18:12:32', 'false'),
(NULL, '2017-11-08 15:44:32', 'false'),
(NULL, '2017-11-08 15:13:32', 'false'),
(NULL, '2017-11-08 17:59:32', 'false'),
(NULL, '2017-11-08 15:20:32', 'false'),
(NULL, '2017-11-08 16:07:32', 'false'),
(NULL, '2017-11-08 18:04:32', 'false'),
(NULL, '2017-11-08 19:42:32', 'false'),
(NULL, '2017-11-08 19:02:32', 'false'),
(NULL, '2017-11-08 18:26:32', 'false'),
(NULL, '2017-11-08 18:55:32', 'false'),
(NULL, '2017-11-08 09:32:32', 'false'),
(NULL, '2017-11-08 17:04:32', 'false'),
(NULL, '2017-11-08 14:44:32', 'false'),
(NULL, '2017-11-08 09:06:32', 'false'),
(NULL, '2017-11-08 16:11:32', 'true'),
(NULL, '2017-11-08 16:21:32', 'true'),
(NULL, '2017-11-08 10:39:32', 'true'),
(NULL, '2017-11-08 19:47:32', 'true'),
(NULL, '2017-11-08 12:54:32', 'true'),
(NULL, '2017-11-08 15:48:32', 'true'),
(NULL, '2017-11-08 14:18:32', 'true'),
(NULL, '2017-11-08 11:22:32', 'true'),
(NULL, '2017-11-08 17:21:32', 'true'),
(NULL, '2017-11-08 08:24:32', 'true'),
